Ok,Parasite type,Parasite genus,Parasite species,Parasite name,Old name,ParasiteCorrectedBinomial,WOS June_2014,WOS June_2014 Viral Species,Specificity score,Specialist - Generalist,Confidence score,Direct,Indirect,Close,Sexual,Vertical,CloseNonsexual,Non-close,Environment,Soil,Water,Feces,Vector,Intermediate,Notes on Transmission,Notes on Specificity,no. transmission modes,trait flag,REF - AG 2016,REF type,doi,Notes (Alyssa Gehman),
1286,Helminth,Maritrema,eroliae,Maritrema eroliae,Maritrema eroliae,Maritrema eroliae,9,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Kinsella, J.M. (1988). ""Comparison of helminths of rice rats, Oryzomys palustris, from freshwater and saltwater marshes in Florida"". Proceedings of the Helminthological Society of Washington 55 (2): 275–280.",,1,,,,,,
34,Helminth,Mediorhynchus,robustus,Mediorhynchus robustus,Mediorhynchus robustus,Mediorhynchus robustus,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Life history and host specificity of Mediorhynchus centurorum Nickol 1969 (Acanthocephala: Gigantorhynchidae).,,1,,,,,,
,Helminth,Mesocestoides,canislagopodis,Mesocestoides canislagopodis,Mesocestoides canislagopodis,Mesocestoides canislagopodis,1,,1,S,3,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/mesocestoides,,1,,,,,,
,Helminth,Mesocestoides,carnivoricolus,Mesocestoides carnivoricolus,Mesocestoides carnivoricolus,Mesocestoides carnivoricolus,0,,1,S,6,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/mesocestoides,,1,,,,,,
,Helminth,Mesocestoides,corti,Mesocestoides corti,Mesocestoides corti,Mesocestoides corti,204,,4,G,2,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/mesocestoides,,1,,,,,,
,Helminth,Mesocestoides,kirbyi,Mesocestoides kirbyi,Mesocestoides kirbyi,Mesocestoides kirbyi,2,,1,S,3,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/mesocestoides,,1,,,,,,
,Helminth,Mesocestoides,lineatus,Mesocestoides lineatus,Mesocestoides  lineatus,Mesocestoides lineatus,56,,5,G,4,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/mesocestoides,,1,,,,,,
,Helminth,Mesocestoides,litteratus,Mesocestoides litteratus,Mesocestoides  litteratus,Mesocestoides litteratus,12,,4,G,3,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/mesocestoides,,1,,,,,,
,Helminth,Mesocestoides,paucitesticulus,Mesocestoides paucitesticulus,Mesocestoides paucitesticulus,Mesocestoides paucitesticulus,1,,3,S,3,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/mesocestoides,,1,,,,,,
,Helminth,Mesocestoides,variabilis,Mesocestoides variabilis,Mesocestoides  variabilis,Mesocestoides variabilis,6,,5,G,3,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/mesocestoides,,1,,,,,,
,Helminth,Mesostephanus,appendiculatoides,Mesostephanus appendiculatoides,Mesostephanus appendiculatoides,Mesostephanus appendiculatoides,3,,5,G,3,0,1,0,0,0,0,0,0,0,0,0,0,1,"The life cycle of Mesostephanus indicum Mehra, 1947 (Digenea: Cyathocotylidae).",,1,,,,,,
,Helminth,Metagonimoides,oregonensis,Metagonimoides oregonensis,Metagonimoides oregonensis,Metagonimoides oregonensis,8,,4,G,3,0,1,0,0,0,0,0,0,0,0,0,0,1,Metagonimoides oregonensis (Heterophyidae: Digenea) infection in Pleurocerid snails and Desmognathus quadramaculatus salamander larvae in Southern Appalachian streams.,,1,,,,,,
,Helminth,Metagonimus,miyatai,Metagonimus miyatai,Metagonimus miyatai,Metagonimus miyata,4,,4,G,4,0,1,0,0,0,0,0,0,0,0,0,0,1,"WHO/FAO. “Food-Borne Trematode Infections in Asia.” Ha Noi, Vietnam, 2002.",,1,,,,,,
,Helminth,Metagonimus,takahashii,Metagonimus takahashii,Metagonimus takahashii,Metagonimus takahashii,6,,5,G,3,0,1,0,0,0,0,0,0,0,0,0,0,1,"WHO/FAO. “Food-Borne Trematode Infections in Asia.” Ha Noi, Vietnam, 2002.",,1,,,,,,
,Helminth,Metagonimus,yokogawai,Metagonimus yokogawai,Metagonimus yokogawai,Metagonimus yokogawai,29,,5,G,3,0,1,0,0,0,0,0,0,0,0,0,0,1,"WHO/FAO. “Food-Borne Trematode Infections in Asia.” Ha Noi, Vietnam, 2002.",,1,,,,,,
,Helminth,Metorchis,albidus,Metorchis albidus,Metorchis albidus,Metorchis albidus,4,,4,G,3,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www2.biology.ualberta.ca/parasites/ParPub/lifecycl/text/opist02t.htm,,1,,,,,,
1261,Helminth,Metorchis,bilis,Metorchis bilis,Metorchis bilis,Metorchis bilis,14,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www2.biology.ualberta.ca/parasites/ParPub/lifecycl/text/opist02t.htm,,1,,,,,,
1260,Helminth,Metorchis,conjunctus,Metorchis conjunctus,Metorchis conjunctus,Metorchis conjunctus,12,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www2.biology.ualberta.ca/parasites/ParPub/lifecycl/text/opist02t.htm,,1,,,,,,
1259,Helminth,Metorchis,vulpis,Metorchis vulpis,Metorchis vulpis,Metorchis vulpis,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www2.biology.ualberta.ca/parasites/ParPub/lifecycl/text/opist02t.htm,,1,,,,,,
1258,Helminth,Microphallus,nicolli,Microphallus nicolli,microphallus nicolli,Microphallus nicolli,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Osnas E. E. & Lively C. M. (31 May 2005) ""Immune response to sympatric and allopatric parasites in a snail-trematode interaction"". Frontiers in Zoology 2: 8. doi:10.1186/1742-9994-2-8",,1,,,,,,
1257,Helminth,Microphallus,pirum,Microphallus pirum,microphallus pirum,Microphallus pirum,4,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Osnas E. E. & Lively C. M. (31 May 2005) ""Immune response to sympatric and allopatric parasites in a snail-trematode interaction"". Frontiers in Zoology 2: 8. doi:10.1186/1742-9994-2-9",,1,,,,,,
1256,Helminth,Microphallus,similis,Microphallus similis,Microphallus similis,Microphallus similis,22,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Osnas E. E. & Lively C. M. (31 May 2005) ""Immune response to sympatric and allopatric parasites in a snail-trematode interaction"". Frontiers in Zoology 2: 8. doi:10.1186/1742-9994-2-10",,1,,,,,,
1255,Helminth,Microphallus,turgidus,Microphallus turgidus,Carneophallus turgidus,Microphallus turgidus,12,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Osnas E. E. & Lively C. M. (31 May 2005) ""Immune response to sympatric and allopatric parasites in a snail-trematode interaction"". Frontiers in Zoology 2: 8. doi:10.1186/1742-9994-2-11",,1,,,,,,
982,Helminth,Molineus,barbatus,Molineus barbatus,Molineus barbatus,Molineus barbatus,6,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Nematode Parasites of Vertebrates: Their Development and Transmission,,1,,,,,,
980,Helminth,Molineus,lgerae,Molineus lgerae,M. legerae,Molineus lgerae,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Nematode Parasites of Vertebrates: Their Development and Transmission,,1,,,,,,
979,Helminth,Molineus,mustelae,Molineus mustelae,Molineus mustelae,Molineus mustelae,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Nematode Parasites of Vertebrates: Their Development and Transmission,,1,,,,,,
976,Helminth,Molineus,patens,Molineus patens,Molineus patens,Molineus patens,13,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Nematode Parasites of Vertebrates: Their Development and Transmission,,1,,,,,,
33,Helminth,Moniliformis,moniliformis,Moniliformis moniliformis,Moniliformis moniliformis,Moniliformis moniliformis,114,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Acanthocephaliasis. Parasites and Health. CDC, 20 July 2009. Web.",,1,,,,,,
1250,Helminth,Multiceps,packii,Multiceps packii,Multiceps packii,Multiceps packii,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
1249,Helminth,Multiceps,serialis,Multiceps serialis,Multliceps serialis,Multiceps serialis,4,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
1237,Helminth,Neodiplostomum,cratera,Neodiplostomum cratera,Neodiplostomum cratera,Neodiplostomum cratera,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://atlas.or.kr/atlas/alphabet_view.php?my_codeName=Neodiplostomum%20seoulensis,,1,,,,,,
25,Helminth,Oncicola,canis,Oncicola canis,Oncicola canis,Oncicola canis,12,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://course1.winona.edu/kbates/Parasitology/Oncicola%20canis.htm,,1,,,,,,
1232,Helminth,Opisthorchis,felineus,Opisthorchis felineus,Opisthorchis felineus,Opisthorchis felineus,82,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1," World Health Organization (1995). Control of Foodborne Trematode Infection. WHO Technical Report Series. 849. PDF part 1, PDF part 2. page 125-126.",,1,,,,,,
950,Helminth,Otostrongylus,circumlitus,Otostrongylus circumlitus,Otostrongylus circumlitus,Otostrongylus circumlitus,17,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.marinemammalcenter.org/about-us/News-Room/2013-news-archives/oto-elephant-seals.html,,1,,,,,,
23,Helminth,Pachysentis,canicola,Pachysentis canicola,Pachysentis canicola,Pachysentis canicola,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Natural Infection of Pachysentis canicola (Acanthocephala: Oli-gacan¬ thorhynchida) In Fox from Persian Gulf Coastal Area in Iran,,1,,,,,,
1228,Helminth,Paragonimus,kellicotti,Paragonimus kellicotti,Paragonimus kellicotti,Paragonimus kellicotti,46,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1," Baum, Stephen G. ""Paragonimiasis -- Cook Those Crawdads!"" Journal Watch. Infectious Diseases (2010): n. pag. ProQuest. Web. 12 Oct. 2013.",,1,,,,,,
1226,Helminth,Paragonimus,ohirai,Paragonimus ohirai,Paragoniums ohirai,Paragonimus ohirai,71,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1," Baum, Stephen G. ""Paragonimiasis -- Cook Those Crawdads!"" Journal Watch. Infectious Diseases (2010): n. pag. ProQuest. Web. 12 Oct. 2013.",,1,,,,,,
1225,Helminth,Paragonimus,rudis,Paragonimus rudis,Paragonimus rudis,Paragonimus rudis,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1," Baum, Stephen G. ""Paragonimiasis -- Cook Those Crawdads!"" Journal Watch. Infectious Diseases (2010): n. pag. ProQuest. Web. 12 Oct. 2013.",,1,,,,,,
1224,Helminth,Paragonimus,westermani,Paragonimus westermani,Paragonimus westermani,Paragonimus westermani,290,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1," Baum, Stephen G. ""Paragonimiasis -- Cook Those Crawdads!"" Journal Watch. Infectious Diseases (2010): n. pag. ProQuest. Web. 12 Oct. 2013.",,1,,,,,,
1222,Helminth,Parametorchis,complexus,Parametorchis complexus,Parametorchis complexus,Parametorchis complexus,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/trematodes/paramet.html#lifecycle,,1,,,,,,
942,Helminth,Parelaphostrongylus,odocoilei,Parelaphostrongylus odocoilei,Parelaphostrongylus odocoilei,Parelaphostrongylus odocoilei,32,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Climate change and the epidemiology of protostrongylid nematodes in northern ecosystems: Parelaphostrongylus odocoilei and Protostrongylus stilesi in Dall’s sheep (Ovis d. dalli),,1,,,,,,
940,Helminth,Pearsonema,mucronata,Pearsonema mucronata,Pearsonema mucronata,Pearsonema mucronata,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/urinar-tract-nematodes/,,1,,,,,,
938,Helminth,Pearsonema,plica,Pearsonema plica,Pearsonema plica,Pearsonema plica,11,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/urinar-tract-nematodes/,,1,,,,,,
1221,Helminth,Phagicola,angrense,Phagicola angrense,Phagicola angrense,Phagicola angrense,3,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"The life cycle of Ascocotyle (Phagicola) longa (Digenea: Heterophyidae), a causative agent of fish-borne trematodosis.",,1,,,,,,
1220,Helminth,Phagicola,diminuta,Phagicola diminuta,Phagicola diminuta,Phagicola diminuta,9,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"The life cycle of Ascocotyle (Phagicola) longa (Digenea: Heterophyidae), a causative agent of fish-borne trematodosis.",,1,,,,,,
1219,Helminth,Phagicola,longa,Phagicola longa,Phagicola longa,Phagicola longa,19,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"The life cycle of Ascocotyle (Phagicola) longa (Digenea: Heterophyidae), a causative agent of fish-borne trematodosis.",,1,,,,,,
1215,Helminth,Pharyngostomoides,procyonis,Pharyngostomoides procyonis,Pharyngostomoides procyonis,Pharyngostomoides procyonis,5,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Observations of the life cycle of Pharyngostomoides spp. and the description of P. adenocephala sp.n. Strigeoidea: Diplostomatidae from the raccoon, Procyon lotor L.",,1,,,,,,
1214,Helminth,Pharyngostomum,cordatum,Pharyngostomum cordatum,Pharyngostomum cordatum,Pharyngostomum cordatum,10,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Observations of the life cycle of Pharyngostomoides spp. and the description of P. adenocephala sp.n. Strigeoidea: Diplostomatidae from the raccoon, Procyon lotor L.",,1,,,,,,
935,Helminth,Phocanema,decipiens,Phocanema decipiens,Phocanema decipiens,Phocanema decipiens,27,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Encyclopedia of Parasitology: A-M, Volumes 1-2",,1,,,,,,
934,Helminth,Phocascaris,cystophorae,Phocascaris cystophorae,Phocascaris cystophorae,Phocascaris cystophorae,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"An SEM study of Phocascaris cystophoraeBerland, 1964 (Nematoda:
Anisakidae), a parasite of the hooded seal Cystophora cristata",,1,,,,,,
932,Helminth,Phocascaris,phocae,Phocascaris phocae,Phocascaris phocae,Phocascaris phocae,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"An SEM study of Phocascaris cystophoraeBerland, 1964 (Nematoda:
Anisakidae), a parasite of the hooded seal Cystophora cristata",,1,,,,,,
931,Helminth,Physaloptera,maxillaris,Physaloptera maxillaris,Physaloptera maxillaris,Physaloptera maxillaris,8,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/unknown/physaloptera.html#lifecycle,,1,,,,,,
926,Helminth,Physaloptera,praeputialis,Physaloptera praeputialis,Physaloptera praeputialis,Physaloptera praeputialis,13,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/unknown/physaloptera.html#lifecycle,,1,,,,,,
924,Helminth,Physaloptera,rara,Physaloptera rara,Physaloptera felidis,Physaloptera rara,13,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/unknown/physaloptera.html#lifecycle,,1,,,,,,
923,Helminth,Physaloptera,sibirica,Physaloptera sibirica,Physaloptera sibirica,Physaloptera sibirica,3,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/unknown/physaloptera.html#lifecycle,,1,,,,,,
1210,Helminth,Plagiorchis,elegans,Plagiorchis elegans,Plagiorchis elegans,Plagiorchis elegans,62,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Animal Parasites: Their Life Cycles and Ecology,,1,,,,,,
1208,Helminth,Plagiorchis,muris,Plagiorchis muris,Plagiorchis muris,Plagiorchis muris,13,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Animal Parasites: Their Life Cycles and Ecology,,1,,,,,,
1207,Helminth,Plagiorchis,vespertilionis,Plagiorchis vespertilionis,Plagiorchis vespertilionis parorchis,Plagiorchis vespertilionis,5,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Animal Parasites: Their Life Cycles and Ecology,,1,,,,,,
20,Helminth,Plagiorhynchus,cylindraceus,Plagiorhynchus cylindraceus,Prosthorhynchus cylindraceus,Plagiorhynchus cylindraceus,13,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Parasitism: The Ecology and Evolution of Intimate Interactions,,1,,,,,,
19,Helminth,Plagiorhynchus,ogatai,Plagiorhynchus ogatai,Plagiorhynchus ogatai,Plagiorhynchus ogatai,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Parasitism: The Ecology and Evolution of Intimate Interactions,,1,,,,,,
18,Helminth,Polymorphus,cetaceum,Polymorphus cetaceum,Corynosoma cetaceum,Polymorphus cetaceum,4,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Does the carotenoid-based colouration of Polymorphus minutus facilitate its trophic transmission to definitive hosts?,,1,,,,,,
17,Helminth,Polymorphus,meyeri,Polymorphus meyeri,Polymorphus meyeri,Polymorphus meyeri,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Does the carotenoid-based colouration of Polymorphus minutus facilitate its trophic transmission to definitive hosts?,,1,,,,,,
14,Helminth,Pomphorhynchus,laevis,Pomphorhynchus laevis,Pomphorhynchus laevis,Pomphorhynchus laevis,320,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Baldauf, Sebastian A.; Timo Thünken, Joachim G Frommen, Theo C M Bakker, Oliver Heupel, Harald Kullmann (2007). ""Infection with an acanthocephalan manipulates an amphipod's reaction to a fish predator's odours"". International Journal for Parasitology (An der Immenburg 1, D-53121 Bonn, Germany: University of Bonn, Institute for Evolutionary Biology and Ecology) 37 (1): 61–5. doi:10.1016/j.ijpara.2006.09.003. PMID 17049528",,1,,,,,,
919,Helminth,Porrocaecum,decipiens,Porrocaecum decipiens,Porracaecum decifens,Porrocaecum decipiens,8,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"ON THE MORPHOLOGY AND LIFE HISTORY OF PHOCANEMA DECIPIENS (KRABBE, 1878) MYERS, 1959 (NEMATODA:ANISAKIDAE)",,1,,,,,,
1203,Helminth,Procyotrema,marsupiformis,Procyotrema marsupiformis,Procyotrema marsupiformis,Procyotrema marsupiformis,4,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Life cycle of Procyotrema marsupiformis Harkema and Miller, 1959 (Trematoda : Strigeoidea : Diplostomatidae).",,1,,,,,,
9,Helminth,Profilicollis,altmani,Profilicollis altmani,Profilicollis altmani,Profilicollis altmani,6,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Karl A. Mayer, Murray D. Dailey & Melissa A. Miller (2003). ""Helminth parasites of the southern sea otter Enhydra lutris nereis in central California: abundance, distribution and pathology"". Diseases of Aquatic Organisms 53 (1): 77–88.",,1,,,,,,
8,Helminth,Profilicollis,botulus,Profilicollis botulus,Profilicollis botulus,Profilicollis botulus,15,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Karl A. Mayer, Murray D. Dailey & Melissa A. Miller (2003). ""Helminth parasites of the southern sea otter Enhydra lutris nereis in central California: abundance, distribution and pathology"". Diseases of Aquatic Organisms 53 (1): 77–88.",,1,,,,,,
7,Helminth,Profilicollis,major,Profilicollis major,Profilicollis major,Profilicollis major,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Karl A. Mayer, Murray D. Dailey & Melissa A. Miller (2003). ""Helminth parasites of the southern sea otter Enhydra lutris nereis in central California: abundance, distribution and pathology"". Diseases of Aquatic Organisms 53 (1): 77–88.",,1,,,,,,
915,Helminth,Protospirura,numidica,Protospirura numidica,Protospirura numidica,Protospirura numidica,5,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,El-Shehabi FS et al (1999) Prevalence of intestinal helminths of dogs and foxes from Jordan. Parasitol Res 85(11):928-935,,1,,,,,,
1198,Helminth,Pseudamphistomum,truncatum,Pseudamphistomum truncatum,Pseudamphistomum truncatum,Pseudamphistomum truncatum,14,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Distribution of Eurasian otter biliary parasites,
Pseudamphistomum truncatum and Metorchis albidus
(Family Opisthorchiidae), in England and Wales",,1,,,,,,
914,Helminth,Pseudoterranova,cattani,Pseudoterranova cattani,Pseudoterranova cattani,Pseudoterranova cattani,4,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Description, microhabitat selection and infection patterns of sealworm larvae (Pseudoterranova decipiens species complex, nematoda: ascaridoidea) in fishes from Patagonia, Argentina",,1,,,,,,
913,Helminth,Pseudoterranova,decipiens,Pseudoterranova decipiens,Pseudoterranova decipiens,Pseudoterranova decipiens,176,,5,G,4,0,1,0,0,0,0,0,0,0,0,0,0,1,"Description, microhabitat selection and infection patterns of sealworm larvae (Pseudoterranova decipiens species complex, nematoda: ascaridoidea) in fishes from Patagonia, Argentina",,1,,,,,,
905,Helminth,Pterygodermatites,affinis,Pterygodermatites affinis,Plerygodermatites affinis,Pterygodermatites affinis,7,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Baker MK et al (1989) A survey of helminths in domestic cats in the Pretoria area of Transvaal, Republic of South Africa. Part 1: The prevalence and comparison of burdens of helminths in adult and juvenile cats. J S Afr Vet Assoc 60(3):139-142",,1,,,,,,
1194,Helminth,Pygidiopsis,summa,Pygidiopsis summa,Pygidiopsis summa,Pygidiopsis summa,11,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://atlas.or.kr/atlas/alphabet_view.php?my_codeName=Pygidiopsis%20summa,,1,,,,,,
1193,Helminth,Ribeiroia,ondatrae,Ribeiroia ondatrae,Ribeiroia ondatrae,Ribeiroia ondatrae,58,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Koprivnikar, Janet , Macrogliese, David , Rohr, Jason , Orlofske, Sarah , Raffel,Thomas , Johnson,Pieter (2012). ""Macroparasite Infections of Amphibians: What Can They Tell Us?"". EcoHealth 9 (3): 342–360. doi:10.1007/s10393-012-0785-3. PMID 22810498",,1,,,,,,
1191,Helminth,Schistocephalus,solidus,Schistocephalus solidus,Schistocephalus solidus,Schistocephalus solidus,231,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/cestode-life-cycle/,,1,,,,,,
895,Helminth,Soboliphyme,baturini,Soboliphyme baturini,Soboliphyme baturini,Soboliphyme baturini,11,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Soboliphyme baturini Infection Does Not Affect the Nutritional Condition of American
Marten (Martes americana) in Alaska",,1,,,,,,
4,Helminth,Sphaerirostris,lancea,Sphaerirostris lancea,Centrorhynchus (Sphaerirostris) lancea,Sphaerirostris lancea,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"FIRST RECOVERY OF BIRD ACANTHOCEPHALAN 
SPHAERIROSTRIS LANCEOIDES IN AN EURASIAN 
BADGER (MELES MELES) IN ITALY 
",,1,,,,,,
3,Helminth,Sphaerirostris,lanceoides,Sphaerirostris lanceoides,Sphaerirostris lanceoides,Sphaerirostris lanceoides,4,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"FIRST RECOVERY OF BIRD ACANTHOCEPHALAN 
SPHAERIROSTRIS LANCEOIDES IN AN EURASIAN 
BADGER (MELES MELES) IN ITALY 
",,1,,,,,,
893,Helminth,Spirocerca,lupi,Spirocerca lupi,Spirocerca lup,Spirocerca lupi,156,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/filariidsandspirurids/s_lupi.html#lifecycle,,1,,,,,,
1187,Helminth,Spirometra,erinacei,Spirometra erinacei,Spirometra ericacei,Spirometra erinacei,73,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/diphyllobothriidean-tapeworm,,1,,,,,,
1186,Helminth,Spirometra,erinaceieuropaei,Spirometra erinaceieuropaei,Spirometra erinaceieuropaei,Spirometra erinaceieuropaei,42,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/diphyllobothriidean-tapeworm,,1,,,,,,
1185,Helminth,Spirometra,janickii,Spirometra janickii,Spirometra janickii,Spirometra janickii,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/diphyllobothriidean-tapeworm,,1,,,,,,
1184,Helminth,Spirometra,mansonoides,Spirometra mansonoides,Spirometra mansoides,Spirometra mansoides,121,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/diphyllobothriidean-tapeworm,,1,,,,,,
1183,Helminth,Spirometra,mansonoides,Spirometra mansonoides,Spirometra mansonoides,Spirometra mansonoides,121,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/diphyllobothriidean-tapeworm,,1,,,,,,
891,Helminth,Spirura,rytipleurites,Spirura rytipleurites,Spirura rytipleurites seurati,Spirura rytipleurites,3,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Bowman, DD et al (2003) Feline clinical parasitology. Iowa University Press, Iowa, pp:311-312",,1,,,,,,
1181,Helminth,Stephanoprora,spinosa,Stephanoprora spinosa,Stephanoprora spinosa,Stephanoprora spinosa,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Life cycle of Stephanoprora uruguayense (Digenea: Echinostomatidae) in Argentina.,,1,,,,,,
1180,Helminth,Strigea,strigis,Strigea strigis,Strigea strigis,Strigea strigis,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
875,Helminth,Thelazia,callipaeda,Thelazia callipaeda,Thelazia callipaeda,Thelazia callipaeda,69,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,,,1,,,,,,
833,Helminth,Troglostrongylus,wilsoni,Troglostrongylus wilsoni,Troglostrongylus wilsoni,Troglostrongylus wilsoni,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Gerichter CB (1949) Studies on the nematodes parasitic in the lungs of Felidae in Palestine. Parasitology 39:251-262,,1,,,,,,
821,Helminth,Vigisospirura,potekhina,Vigisospirura potekhina,Vigisospirura potekhina,Vigisospirura potekhina,4,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Life-cycle of Vigisospirura potekhini (Petrov & Potekhina, 1953) Chabaud, 1959.",,1,,,,,,
820,Helminth,Vogeloides,felis,Vogeloides felis,Vogeloides felis,Vogeloides felis,2,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Pence DB et al (2003) Helminths of the ocelot from southern Texas. J Wildl Dis 39(3):683-689,,1,,,,,,
,Helminth,Acanthocheilonema,odendhali,Acanthocheilonema odendhali,Acantocheilonema odendhali,NA,1,,3,S,6,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cnx.org/content/m34741/latest/?collection=col11211/latest,,1,,,,,,
,Helminth,Acanthocephalus,sp.,Acanthocephalus sp.,Acantocephalus sp.,NA,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cnx.org/content/m34741/latest/?collection=col11211/latest,,1,,,,,,
